eta_name,train_error,train_error,val_error,val_error,test_error,test_error,gap,gap
,mean,std,mean,std,mean,std,mean,std
Decaying,1.4384973049163818,,0.20582681894302368,,0.18166018009185791,,-0.024166638851165767,
Faster Decaying,1.5491541147232055,,0.21695378422737122,,0.19130932807922363,,-0.025644456148147587,
Fixed,0.3065838754177094,,0.08397732675075531,,0.07279979467391967,,-0.011177532076835639,
